Elapsed Seconds,Layer Architecture,Beta,Learning Rate,Momentum,Error Epsilon,Iterations,Training Accuracy,Testing Accuracy
8.098522186279297,"[35, 15, 10]",1.5,0.8,0.8,0.02,50000,0.6,"{'0.05': 0.6, '0.10': 0.6, '0.15': 0.6, '0.20': 0.6, '0.25': 0.5, '0.30': 0.4, '0.35': 0.4, '0.40': 0.3}"
2.4690561294555664,"[35, 15, 10]",1.5,0.8,0.8,0.02,15276,1.0,"{'0.05': 1.0, '0.10': 0.9, '0.15': 0.8, '0.20': 0.9, '0.25': 0.6, '0.30': 0.4, '0.35': 0.4, '0.40': 0.0}"
7.347428798675537,"[35, 15, 10]",1.5,0.8,0.8,0.02,50000,0.8,"{'0.05': 0.8, '0.10': 0.8, '0.15': 0.8, '0.20': 0.7, '0.25': 0.6, '0.30': 0.6, '0.35': 0.3, '0.40': 0.2}"
6.992483139038086,"[35, 15, 10]",1.5,0.8,0.8,0.02,50000,0.7,"{'0.05': 0.7, '0.10': 0.7, '0.15': 0.6, '0.20': 0.7, '0.25': 0.5, '0.30': 0.3, '0.35': 0.1, '0.40': 0.1}"
0.87965989112854,"[35, 15, 10]",1.5,0.8,0.8,0.02,6109,1.0,"{'0.05': 1.0, '0.10': 1.0, '0.15': 0.9, '0.20': 0.8, '0.25': 0.8, '0.30': 0.2, '0.35': 0.3, '0.40': 0.2}"
7.471251010894775,"[35, 15, 10]",1.5,0.8,0.8,0.02,50000,0.8,"{'0.05': 0.8, '0.10': 0.8, '0.15': 0.8, '0.20': 0.7, '0.25': 0.3, '0.30': 0.4, '0.35': 0.4, '0.40': 0.4}"
7.994829177856445,"[35, 15, 10]",2,0.8,0.8,0.02,50000,0.3,"{'0.05': 0.3, '0.10': 0.3, '0.15': 0.3, '0.20': 0.3, '0.25': 0.3, '0.30': 0.2, '0.35': 0.0, '0.40': 0.3}"
7.763798952102661,"[35, 15, 10]",2,0.8,0.8,0.02,50000,0.1,"{'0.05': 0.1, '0.10': 0.1, '0.15': 0.2, '0.20': 0.1, '0.25': 0.1, '0.30': 0.1, '0.35': 0.1, '0.40': 0.1}"
9.411804914474487,"[35, 15, 10]",2,0.8,0.8,0.02,50000,0.3,"{'0.05': 0.3, '0.10': 0.3, '0.15': 0.3, '0.20': 0.3, '0.25': 0.3, '0.30': 0.3, '0.35': 0.2, '0.40': 0.1}"
8.442445993423462,"[35, 15, 10]",2,0.8,0.8,0.02,50000,0.4,"{'0.05': 0.4, '0.10': 0.4, '0.15': 0.4, '0.20': 0.4, '0.25': 0.2, '0.30': 0.4, '0.35': 0.0, '0.40': 0.2}"
7.911464214324951,"[35, 15, 10]",2,0.8,0.8,0.02,50000,0.2,"{'0.05': 0.2, '0.10': 0.2, '0.15': 0.2, '0.20': 0.2, '0.25': 0.1, '0.30': 0.1, '0.35': 0.2, '0.40': 0.2}"
7.670934677124023,"[35, 15, 10]",2,0.8,0.8,0.02,50000,0.3,"{'0.05': 0.3, '0.10': 0.3, '0.15': 0.3, '0.20': 0.2, '0.25': 0.3, '0.30': 0.3, '0.35': 0.1, '0.40': 0.2}"
9.544805765151978,"[35, 15, 10]",2,0.8,0.8,0.02,50000,0.6,"{'0.05': 0.6, '0.10': 0.6, '0.15': 0.6, '0.20': 0.5, '0.25': 0.3, '0.30': 0.3, '0.35': 0.3, '0.40': 0.2}"
8.02173900604248,"[35, 15, 10]",2,0.8,0.8,0.02,50000,0.4,"{'0.05': 0.4, '0.10': 0.4, '0.15': 0.4, '0.20': 0.3, '0.25': 0.3, '0.30': 0.3, '0.35': 0.2, '0.40': 0.3}"
11.339354038238525,"[35, 15, 10]",2,0.8,0.8,0.02,50000,0.3,"{'0.05': 0.3, '0.10': 0.3, '0.15': 0.3, '0.20': 0.3, '0.25': 0.3, '0.30': 0.2, '0.35': 0.1, '0.40': 0.1}"
9.331434965133667,"[35, 15, 10]",2,0.8,0.8,0.02,50000,0.2,"{'0.05': 0.2, '0.10': 0.2, '0.15': 0.2, '0.20': 0.2, '0.25': 0.2, '0.30': 0.2, '0.35': 0.2, '0.40': 0.2}"
