Elapsed Seconds,Layer Architecture,Beta,Learning Rate,Momentum,Error Epsilon,Iterations,Training Accuracy,Testing Accuracy
0.3332991600036621,"[35, 8, 10]",1,0.8,0.8,0.02,1833,1.0,"{'0.05': 1.0, '0.10': 1.0, '0.15': 0.9, '0.20': 0.6, '0.25': 0.7, '0.30': 0.5, '0.35': 0.2, '0.40': 0.1}"
0.26808905601501465,"[35, 8, 10]",1,0.8,0.8,0.02,1468,1.0,"{'0.05': 1.0, '0.10': 1.0, '0.15': 0.8, '0.20': 0.5, '0.25': 0.5, '0.30': 0.3, '0.35': 0.4, '0.40': 0.3}"
0.4288821220397949,"[35, 8, 10]",1,0.8,0.8,0.02,1615,1.0,"{'0.05': 1.0, '0.10': 1.0, '0.15': 0.9, '0.20': 0.9, '0.25': 0.8, '0.30': 0.4, '0.35': 0.3, '0.40': 0.1}"
0.909311056137085,"[35, 8, 10]",1,0.8,0.8,0.02,3080,1.0,"{'0.05': 1.0, '0.10': 1.0, '0.15': 0.9, '0.20': 0.7, '0.25': 0.5, '0.30': 0.3, '0.35': 0.2, '0.40': 0.2}"
0.4005551338195801,"[35, 8, 10]",1,0.8,0.8,0.02,1880,1.0,"{'0.05': 1.0, '0.10': 1.0, '0.15': 0.9, '0.20': 0.7, '0.25': 0.5, '0.30': 0.9, '0.35': 0.4, '0.40': 0.1}"
2.2056949138641357,"[35, 20, 10]",1,0.8,0.8,0.02,8009,1.0,"{'0.05': 1.0, '0.10': 1.0, '0.15': 1.0, '0.20': 0.8, '0.25': 0.7, '0.30': 0.7, '0.35': 0.3, '0.40': 0.3}"
0.18250679969787598,"[35, 20, 10]",1,0.8,0.8,0.02,929,1.0,"{'0.05': 1.0, '0.10': 1.0, '0.15': 1.0, '0.20': 0.6, '0.25': 0.7, '0.30': 0.6, '0.35': 0.3, '0.40': 0.4}"
0.11918997764587402,"[35, 20, 10]",1,0.8,0.8,0.02,646,1.0,"{'0.05': 1.0, '0.10': 1.0, '0.15': 0.9, '0.20': 0.8, '0.25': 0.9, '0.30': 0.2, '0.35': 0.4, '0.40': 0.1}"
0.7492549419403076,"[35, 20, 10]",1,0.8,0.8,0.02,3691,1.0,"{'0.05': 1.0, '0.10': 1.0, '0.15': 1.0, '0.20': 0.8, '0.25': 0.8, '0.30': 0.7, '0.35': 0.4, '0.40': 0.3}"
1.3568861484527588,"[35, 20, 10]",1,0.8,0.8,0.02,7684,1.0,"{'0.05': 1.0, '0.10': 1.0, '0.15': 0.8, '0.20': 0.8, '0.25': 0.8, '0.30': 0.6, '0.35': 0.2, '0.40': 0.2}"
0.471829891204834,"[35, 20, 10]",1,0.8,0.8,0.02,3122,1.0,"{'0.05': 1.0, '0.10': 1.0, '0.15': 1.0, '0.20': 0.8, '0.25': 0.5, '0.30': 0.3, '0.35': 0.3, '0.40': 0.2}"
0.1180872917175293,"[35, 20, 10]",1,0.8,0.8,0.02,616,1.0,"{'0.05': 1.0, '0.10': 1.0, '0.15': 1.0, '0.20': 0.9, '0.25': 0.7, '0.30': 0.6, '0.35': 0.4, '0.40': 0.4}"
0.7476749420166016,"[35, 20, 10]",1,0.8,0.8,0.02,4654,1.0,"{'0.05': 1.0, '0.10': 1.0, '0.15': 1.0, '0.20': 0.7, '0.25': 1.0, '0.30': 0.6, '0.35': 0.2, '0.40': 0.2}"
0.1601240634918213,"[35, 20, 10]",1,0.8,0.8,0.02,889,1.0,"{'0.05': 1.0, '0.10': 1.0, '0.15': 0.8, '0.20': 0.8, '0.25': 0.6, '0.30': 0.5, '0.35': 0.2, '0.40': 0.2}"
0.4738810062408447,"[35, 20, 10]",1,0.8,0.8,0.02,3016,1.0,"{'0.05': 1.0, '0.10': 1.0, '0.15': 0.9, '0.20': 0.9, '0.25': 1.0, '0.30': 0.5, '0.35': 0.5, '0.40': 0.4}"
